Common Name,Threatened status,Kingdom,Class,ACT,NSW,NT,QLD,SA,TAS,VIC,WA
Kate's Leaf-tail Gecko,Endangered,Animalia,Reptilia,-,Yes,-,-,-,-,-,-
"New England Leaf-tailed Gecko, Moritz's Leaf-tailed Gecko",Endangered,Animalia,Reptilia,-,Yes,-,-,-,-,-,-
Granite Leaf-tailed Gecko,Endangered,Animalia,Reptilia,-,Yes,-,Yes,-,-,-,-
Quassia,Vulnerable,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
-,Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Endangered,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
Fern-leaf Baeckea,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,-,Yes,-
a shrub,Vulnerable,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
-,Critically Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Ravine Orchid,Vulnerable,Plantae,Liliopsida,-,Yes,-,Yes,-,-,-,-
"Waxy Sarcochilus, Blue Knob Orchid",Vulnerable,Plantae,Liliopsida,-,Yes,-,Yes,-,-,-,-
-,Vulnerable,Plantae,Liliopsida,-,-,-,Yes,-,-,-,-
"Blotched Sarcochilus, Weinthals Sarcanth",Vulnerable,Plantae,Liliopsida,-,Yes,-,Yes,-,-,-,-
Tasmanian Devil,Endangered,Animalia,Mammalia,-,-,-,-,-,Yes,-,-
Large-flowered Scaevola,Critically Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
"Redfin Blue Eye, Redfin Blue-eye",Endangered,Animalia,Actinopterygii,-,-,-,Yes,-,-,-,-
Mingenew Everlasting,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
-,Vulnerable,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
Turnip Copperburr,Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,Yes,-
-,Vulnerable,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
Tallebudgera spikemoss,Vulnerable,Plantae,Lycopodopiatae,-,Yes,-,Yes,-,-,-,-
a land snail,Endangered,Animalia,Gastropoda,-,-,Yes,-,-,-,-,-
a daisy,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,-,-,-
"Stiff Groundsel, Behr's Groundsel",Endangered,Plantae,Magnoliopsida,-,Yes,-,-,Yes,-,Yes,-
a daisy,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,-
Grey Groundsel,Extinct,Plantae,Magnoliopsida,-,Yes,-,-,Yes,Yes,Yes,-
a daisy,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,-,-,-
"Large-fruit Fireweed, Large-fruit Groundsel",Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,Yes,Yes,Yes,-
Superb Groundsel,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,Yes,-,-,-
"Swamp Fireweed, Smooth-fruited Groundsel",Vulnerable,Plantae,Magnoliopsida,-,-,-,-,Yes,Yes,Yes,-
Fringed Fire-bush,Critically Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Quokka,Vulnerable,Animalia,Mammalia,-,-,-,-,-,-,-,Yes
Bednall's Land Snail,Endangered,Animalia,Gastropoda,-,-,Yes,-,-,-,-,-
Butler's Dunnart,Vulnerable,Animalia,Mammalia,-,-,Yes,-,-,-,-,Yes
Julia Creek Dunnart,Vulnerable,Animalia,Mammalia,-,-,-,Yes,-,-,-,-
Kangaroo Island Dunnart,Endangered,Animalia,Mammalia,-,-,-,-,Yes,-,-,-
Sandhill Dunnart,Endangered,Animalia,Mammalia,-,-,Yes,-,Yes,-,-,Yes
Bridal Flower,Extinct,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Endangered,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
-,Vulnerable,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
Granite Nightshade,Endangered,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
-,Endangered,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
Menindee Nightshade,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,Yes,-,Yes,-
Capella Potato Bush,Critically Endangered,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
-,Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,Yes,-,-,-,-
Australian Humpback Dolphin,Vulnerable,Animalia,Mammalia,-,Yes,Yes,Yes,-,-,-,Yes
Grampians Globe-pea,Critically Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,Yes,-
Mountain Paper-heath,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Sunset Frog,Vulnerable,Animalia,Amphibia,-,-,-,-,-,-,-,Yes
Spiral Bush,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
a grass,Endangered,Plantae,Liliopsida,-,-,-,Yes,-,-,-,-
Tiny Spyridium,Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,Yes,-
Butterfly Spyridium,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,Yes,-,-,-
MacGillivray Spyridium,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,Yes,-,-,-
Woods Well Spyridium,Critically Endangered,Plantae,Magnoliopsida,-,-,-,-,Yes,-,-,-
Forked Spyridium,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,Yes,-
Small-leaf Spyridium,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,Yes,-,-
Creeping Dusty Miller,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,Yes,-,-
Three-flowered Stachystemon,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
"Annual Stackhousia, Annual Candles",Vulnerable,Plantae,Magnoliopsida,-,-,-,-,Yes,-,Yes,-
"Western Beautiful Firetail, Beautiful Firetail (Mt Lofty Range and Kangaroo Island)",Endangered,Animalia,Aves,-,-,-,-,Yes,-,-,-
Diamond Firetail,Vulnerable,Animalia,Aves,Yes,Yes,-,Yes,Yes,-,Yes,-
"Spreading Stenanthemum, Propellor Plant",Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,Yes,-,-
"New Zealand Antarctic Tern, Antarctic Tern (New Zealand)",Endangered,Animalia,Aves,-,-,-,-,-,Yes,-,-
Antarctic Tern (Indian Ocean),Vulnerable,Animalia,Aves,-,-,-,-,-,-,-,-
Little Tern,Vulnerable,Animalia,Aves,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Australian Fairy Tern,Vulnerable,Animalia,Aves,-,Yes,-,-,Yes,Yes,Yes,Yes
Opal Cling Goby,Critically Endangered,Animalia,Actinopterygii,-,-,-,Yes,-,-,-,-
Kangaroo Island Southern Emu-wren,Endangered,Animalia,Aves,-,-,-,-,Yes,-,-,-
"Fleurieu Peninsula Southern Emu-wren, Mount Lofty Southern Emu-wren",Endangered,Animalia,Aves,-,-,-,-,Yes,-,-,-
"Southern Emu-wren (Eyre Peninsula), Eyre Peninsula Southern Emu-wren",Endangered,Animalia,Aves,-,-,-,-,Yes,-,-,-
Mallee Emu-wren,Endangered,Animalia,Aves,-,-,-,-,Yes,-,Yes,-
Clubmoss Bush-pea,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,Yes,-,-
"Siah's Backbone, Sia's Backbone, Isaac Wood",Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,-
Black Currawong (King Island),Vulnerable,Animalia,Aves,-,-,-,-,-,Yes,-,-
"Lord Howe Island Currawong, Pied Currawong (Lord Howe Island)",Vulnerable,Animalia,Aves,-,Yes,-,-,-,-,-,-
Arnhem Phasmid Gecko,Vulnerable,Animalia,Reptilia,-,-,Yes,-,-,-,-,-
-,Critically Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Flat-leaved Triggerplant,Critically Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Asymmetric Triggerplant,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
-,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
"Wongan Hills Triggerplant, Wongan Triggerplant",Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
a triggerplant,Endangered,Plantae,Magnoliopsida,-,-,Yes,-,-,-,-,-
Yellow Mountain Triggerplant,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
-,Critically Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
-,Critically Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
-,Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
"Slender Darling-pea, Slender Swainson, Murray Swainson-pea",Vulnerable,Plantae,Magnoliopsida,-,Yes,-,Yes,Yes,-,Yes,-
"Red Darling-pea, Red Swainson-pea",Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,Yes,-
Yellow Swainson-pea,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,Yes,-,Yes,-
"Small Purple-pea, Mountain Swainson-pea, Small Purple Pea",Endangered,Plantae,Magnoliopsida,Yes,Yes,-,-,-,-,Yes,-
Bancrofts Symonanthus,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
"Small-leaved Hazelwood, Shrubby Hazelwood",Vulnerable,Plantae,Magnoliopsida,-,Yes,-,Yes,-,-,-,-
Quartz-loving Synaphea,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Selena's Synaphea,Critically Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Club-leafed Synaphea,Critically Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
-,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
-,Critically Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Dwellingup Synaphea,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Golden Sun Moth,Vulnerable,Animalia,Insecta,Yes,Yes,-,-,Yes,-,Yes,-
"Smooth-bark Rose Apple, Red Lilly Pilly",Vulnerable,Plantae,Magnoliopsida,-,Yes,-,Yes,-,-,-,-
"Rose Apple, Coolamon, Robby, Durobby, Watermelon Tree, Coolamon Rose Apple",Vulnerable,Plantae,Magnoliopsida,-,Yes,-,Yes,-,-,-,-
"Magenta Lilly Pilly, Magenta Cherry, Daguba, Scrub Cherry, Creek Lilly Pilly, Brush Cherry",Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Vulnerable,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
Kangaroo Island Echidna,Endangered,Animalia,Mammalia,-,-,-,-,Yes,-,-,-
"Minute Orchid, Ribbon-root Orchid",Vulnerable,Plantae,Liliopsida,-,-,-,-,-,-,-,-
"Coast Dandelion, Native Dandelion",Vulnerable,Plantae,Magnoliopsida,-,-,-,-,Yes,Yes,Yes,Yes
-,Endangered,Plantae,Magnoliopsida,-,-,Yes,-,-,-,-,-
Fragrant Pepperbush,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
"Sharp-snouted Day Frog, Sharp-snouted Torrent Frog",Extinct,Animalia,Amphibia,-,-,-,Yes,-,-,-,-
"Southern Day Frog, Mt Glorious Torrent Frog",Extinct,Animalia,Amphibia,-,-,-,Yes,-,-,-,-
Eungella Day Frog,Endangered,Animalia,Amphibia,-,-,-,Yes,-,-,-,-
"Kroombit Tinker Frog, Pleione's Torrent Frog",Critically Endangered,Animalia,Amphibia,-,-,-,Yes,-,-,-,-
Tinkling Frog,Critically Endangered,Animalia,Amphibia,-,-,-,Yes,-,-,-,-
Cave Fern,Endangered,Plantae,Polypodiatae,-,-,-,Yes,-,-,-,-
Large-articled Samphire,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
"Bead Glasswort, Bead Samphire",Vulnerable,Plantae,Magnoliopsida,-,-,-,-,Yes,-,Yes,Yes
Gibraltar Waratah,Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Vulnerable,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
Southern Tetraria,Vulnerable,Plantae,Liliopsida,-,-,-,-,-,-,-,Yes
Bungalbin Tetratheca,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Granite Tetratheca,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Cronin's Tetratheca,Extinct,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
"Shy Pinkbells, Shy Susan",Critically Endangered,Plantae,Magnoliopsida,-,-,-,-,-,Yes,-,-
Jackson Tetratheca,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Black-eyed Susan,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Critically Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Paynter's Tetratheca,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
"Buller's Albatross, Pacific Albatross",Vulnerable,Animalia,Aves,-,Yes,-,-,Yes,Yes,Yes,-
"Northern Buller's Albatross, Pacific Albatross",Vulnerable,Animalia,Aves,-,Yes,-,-,Yes,Yes,Yes,-
Indian Yellow-nosed  Albatross,Vulnerable,Animalia,Aves,-,-,-,Yes,Yes,-,Yes,Yes
Shy Albatross,Endangered,Animalia,Aves,-,Yes,-,Yes,Yes,Yes,Yes,Yes
Grey-headed Albatross,Endangered,Animalia,Aves,-,Yes,-,Yes,Yes,Yes,Yes,Yes
Chatham Albatross,Endangered,Animalia,Aves,-,Yes,-,-,-,Yes,Yes,-
"Campbell Albatross, Campbell Black-browed Albatross",Vulnerable,Animalia,Aves,-,Yes,-,Yes,Yes,Yes,Yes,Yes
Black-browed Albatross,Vulnerable,Animalia,Aves,-,Yes,-,Yes,Yes,Yes,Yes,Yes
Salvin's Albatross,Vulnerable,Animalia,Aves,-,Yes,-,Yes,Yes,Yes,Yes,Yes
White-capped Albatross,Vulnerable,Animalia,Aves,-,Yes,-,Yes,Yes,Yes,Yes,Yes
Alpine Stonefly,Endangered,Animalia,Insecta,-,-,-,-,-,-,Yes,-
Wyong Sun Orchid,Critically Endangered,Plantae,Liliopsida,-,Yes,-,-,-,-,-,-
"Blue Top Sun-orchid, Dark-tipped Sun-orchid",Critically Endangered,Plantae,Liliopsida,-,-,-,-,Yes,-,-,-
Cinnamon Sun Orchid,Endangered,Plantae,Liliopsida,-,-,-,-,-,-,-,Yes
Metallic Sun-orchid,Endangered,Plantae,Liliopsida,-,Yes,-,-,Yes,-,Yes,-
Blue Star Sun-orchid,Critically Endangered,Plantae,Liliopsida,-,-,-,-,Yes,-,-,-
Sky-blue Sun-orchid,Endangered,Plantae,Liliopsida,-,-,-,-,-,Yes,-,-
Kangaloon Sun Orchid,Critically Endangered,Plantae,Liliopsida,-,Yes,-,-,-,-,-,-
Brilliant Sun-orchid,Vulnerable,Plantae,Liliopsida,-,-,-,-,-,-,Yes,-
Spiral Sun-orchid,Endangered,Plantae,Liliopsida,-,-,-,-,Yes,-,Yes,-
Hoary Sun-orchid,Critically Endangered,Plantae,Liliopsida,-,-,-,-,Yes,-,Yes,-
Sandplain Sun-orchid,Vulnerable,Plantae,Liliopsida,-,-,-,-,-,-,-,Yes
Star Sun-orchid,Endangered,Plantae,Liliopsida,-,-,-,-,-,-,-,Yes
Queen of Sheba,Critically Endangered,Plantae,Liliopsida,-,-,-,-,-,-,-,Yes
Mitchell's Rainforest Snail,Critically Endangered,Animalia,Gastropoda,-,Yes,-,-,-,-,-,-
"Austral Toadflax, Toadflax",Vulnerable,Plantae,Magnoliopsida,Yes,Yes,-,Yes,-,Yes,Yes,-
"Eastern Hooded Plover, Eastern Hooded Plover",Vulnerable,Animalia,Aves,-,Yes,-,-,Yes,Yes,Yes,-
-,Endangered,Plantae,Liliopsida,-,Yes,-,-,-,-,-,-
Mt Holland Thomasia,Extinct,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Sandplain Thomasia,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Hill Thomasia,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Green Hill Thomasia,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Mountain Thryptomene,Vulnerable,Plantae,Magnoliopsida,-,-,Yes,-,-,-,-,Yes
"Thylacine, Tasmanian Tiger",Extinct,Animalia,Mammalia,-,-,-,-,-,Yes,-,-
Red Handfish,Critically Endangered,Animalia,Actinopterygii,-,-,-,-,-,Yes,-,-
Myrtle Elbow Orchid,Critically Endangered,Plantae,Liliopsida,-,-,-,-,-,Yes,-,-
"Pygmy Blue-tongue Lizard, Adelaide Blue-tongue Lizard",Endangered,Animalia,Reptilia,-,-,-,-,Yes,-,-,-
Northern Blue-tongued Skink,Critically Endangered,Animalia,Reptilia,-,-,Yes,Yes,-,-,-,Yes
-,Extinct,Plantae,Psilotatae,-,-,-,Yes,-,-,-,-
Hanging Fork-fern,Vulnerable,Plantae,Psilotatae,-,-,-,-,-,-,-,-
-,Endangered,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
a tree,Endangered,Plantae,Magnoliopsida,-,-,Yes,-,-,-,-,-
-,Vulnerable,Plantae,Polypodiatae,-,-,-,Yes,-,-,-,-
Mountain Trachymene,Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Extinct,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Granite Pink,Vulnerable,Plantae,Liliopsida,-,-,-,-,-,-,-,Yes
Dwarf Yellow-heads,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,-,Yes,-
Northern Brushtail Possum,Vulnerable,Animalia,Mammalia,-,-,Yes,-,-,-,-,Yes
"Common Greenshank, Greenshank",Endangered,Animalia,Aves,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Banksia brownii plant louse,Endangered,Animalia,Insecta,-,-,-,-,-,-,-,Yes
-,Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Vulnerable,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
Nowra Heath-myrtle,Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Antbed Parrot Moth,Endangered,Animalia,Insecta,-,-,-,Yes,-,-,-,-
Swan Hydatella,Endangered,Plantae,Liliopsida,-,-,-,-,-,-,-,Yes
Glossy Spice Bush,Endangered,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
Thin Feather Orchid,Vulnerable,Plantae,Liliopsida,-,-,-,Yes,-,-,-,-
Christmas Island Thrush,Endangered,Animalia,Aves,-,-,-,-,-,-,-,-
"Grey-headed Blackbird, Norfolk Island Thrush",Extinct,Animalia,Aves,-,-,-,-,-,-,-,-
"Lord Howe Thrush, Vinous-tinted Thrush",Extinct,Animalia,Aves,-,Yes,-,-,-,-,-,-
Black-breasted Button-quail,Vulnerable,Animalia,Aves,-,Yes,-,Yes,-,-,-,-
Buff-breasted Button-quail,Critically Endangered,Animalia,Aves,-,-,-,Yes,-,-,-,-
Painted Button-quail (Houtman Abrolhos),Endangered,Animalia,Aves,-,-,-,-,-,-,-,Yes
-,Endangered,Plantae,Magnoliopsida,-,Yes,-,Yes,-,-,-,-
-,Endangered,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
-,Endangered,Plantae,Magnoliopsida,-,Yes,-,Yes,-,-,-,-
Condamine Earless Dragon,Endangered,Animalia,Reptilia,-,-,-,Yes,-,-,-,-
"Canberra Grassland Earless Dragon, Lined Earless Dragon",Critically Endangered,Animalia,Reptilia,Yes,Yes,-,-,-,-,-,-
Bathurst Grassland Earless Dragon,Critically Endangered,Animalia,Reptilia,-,Yes,-,-,-,-,-,-
Monaro Grassland Earless Dragon,Endangered,Animalia,Reptilia,-,Yes,-,-,-,-,-,-
Victorian Grassland Earless Dragon,Critically Endangered,Animalia,Reptilia,-,-,-,-,-,-,Yes,-
a herb,Endangered,Plantae,Liliopsida,-,-,Yes,-,-,-,-,-
a herb,Endangered,Plantae,Liliopsida,-,-,Yes,-,-,-,-,-
-,Endangered,Plantae,Liliopsida,-,-,Yes,-,-,-,-,-
-,Endangered,Plantae,Liliopsida,-,-,Yes,-,-,-,-,-
a herb,Endangered,Plantae,Liliopsida,-,-,Yes,-,-,-,-,-
Masked Owl (Tasmanian),Vulnerable,Animalia,Aves,-,-,-,-,-,Yes,-,-
Masked Owl (northern),Vulnerable,Animalia,Aves,-,-,Yes,Yes,-,-,-,Yes
"Tiwi Masked Owl, Tiwi Islands Masked Owl",Endangered,Animalia,Aves,-,-,Yes,-,-,-,-,-
Bastard Oak,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,-,-,-
"Howard River Toadlet, Davies's Toadlet",Vulnerable,Animalia,Amphibia,-,-,Yes,-,-,-,-,-
Mahony's Toadlet,Endangered,Animalia,Amphibia,-,Yes,-,-,-,-,-,-
Martin's Toadlet,Endangered,Animalia,Amphibia,-,Yes,-,-,-,-,Yes,-
Peach Myrtle,Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
"Border Thick-tailed Gecko, Granite Belt Thick-tailed Gecko",Vulnerable,Animalia,Reptilia,-,Yes,-,Yes,-,-,-,-
Cape York Vanda,Vulnerable,Plantae,Liliopsida,-,-,-,Yes,-,-,-,-
Bennett's Seaweed,Extinct,Plantae,Rhodophyceae,-,Yes,-,-,-,-,-,-
"Dwarf Butterfly Orchid, Cooktown Orchid",Endangered,Plantae,Liliopsida,-,-,-,Yes,-,-,-,-
Cooktown Orchid,Vulnerable,Plantae,Liliopsida,-,-,-,Yes,-,-,-,-
Mertens' Water Monitor,Endangered,Animalia,Reptilia,-,-,Yes,Yes,-,-,-,Yes
Mitchell's Water Monitor,Critically Endangered,Animalia,Reptilia,-,-,Yes,Yes,-,-,-,Yes
-,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Ciliolate Hebe,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,Yes,-,-
Mount Lofty Speedwell,Critically Endangered,Plantae,Magnoliopsida,-,-,-,-,Yes,-,-,-
-,Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Port Lincoln Speedwell,Endangered,Plantae,Magnoliopsida,-,-,-,-,Yes,-,-,-
White Featherflower,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
"Hay River Featherflower, Scruffy Verticordia",Critically Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Stirling Range Featherflower,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
-,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Long-stalked Featherflower,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Southern Shy Featherflower,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Shy Featherflower,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Coast Featherflower,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Hughan's Featherflower,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
"Little Pine Verticordia, Pine-like Featherflower",Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Tufted Plumed Featherflower,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Vasse Featherflower,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Scaly-leaved Featherflower,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Wongan Featherflower,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Granite Featherflower,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Dwarf Violet,Endangered,Plantae,Magnoliopsida,Yes,Yes,-,-,-,-,Yes,-
Tonsil Orchid,Endangered,Plantae,Liliopsida,-,-,-,Yes,-,-,-,-
"Carter's Freshwater Mussel, Ambiguus Mussel",Vulnerable,Animalia,Bivalvia,-,-,-,-,-,-,-,Yes
Whipstick Westringia,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,Yes,-
Snowy River Westringia,Critically Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,Yes,-
-,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Vulnerable,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
-,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,Yes,-,-,-,-
Kurrajong,Critically Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,-
Wollemi Pine,Critically Endangered,Plantae,Pinatae,-,Yes,-,-,-,-,-,-
"Georges' Snapping Turtle, Bellinger River Sawshell Turtle, Georges Helmeted Turtle",Critically Endangered,Animalia,Reptilia,-,Yes,-,-,-,-,-,-
Naturaliste Nancy,Endangered,Plantae,Liliopsida,-,-,-,-,-,-,-,Yes
Long-flowered Nancy,Endangered,Plantae,Liliopsida,-,-,-,-,-,-,-,Yes
Sand Grasstree,Vulnerable,Plantae,Liliopsida,-,-,-,-,-,Yes,-,-
Shiny Grasstree,Endangered,Plantae,Liliopsida,-,-,-,-,-,Yes,-,-
-,Endangered,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
"Penda, Southern Penda, Luya's Hardwood",Vulnerable,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
Terek Sandpiper,Vulnerable,Animalia,Aves,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"Swamp Everlasting, Swamp Paper Daisy",Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,Yes,Yes,-
"Water Mouse, False Water Rat, Yirrkoo",Vulnerable,Animalia,Mammalia,-,Yes,Yes,Yes,-,-,-,Yes
-,Endangered,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
-,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,Yes,Yes,-,-,-
a shrub,Endangered,Plantae,Magnoliopsida,-,-,Yes,Yes,-,-,-,-
-,Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Stirling Range Xyris,Critically Endangered,Plantae,Liliopsida,-,-,-,-,-,-,-,Yes
"Maugean Skate, Port Davey Skate",Endangered,Animalia,Chondrichthyes,-,-,-,-,-,Yes,-,-
"Native Cucumber, Giant Cucumber",Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,-
Kangaroo Island Assassin Spider,Critically Endangered,Animalia,Arachnida,-,-,-,-,Yes,-,-,-
Velvet Jewel Orchid,Vulnerable,Plantae,Liliopsida,-,-,-,Yes,-,-,-,-
Araluen Zieria,Critically Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
"Bomaderry Zieria, Bomaderry Creek Zieria",Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Endangered,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
Box Range Zieria,Critically Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Lemon-scented Zieria,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,Yes,-
-,Vulnerable,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
Coveny's Zieria,Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
